ลำดับ,หน่วยงาน,ชื่อหน่วยงาน,จังหวัด,ชื่อแหล่งท่องเที่ยว,latitude,longitude,เปิดตลอดปี,วันที่เริ่มปิด,วันที่สิ้นสุดการปิด,สาเหตุการปิด,หมายเหตุ,,,,,,,,,,,,,,
822,วนอุทยาน,ภูผาล้อม,เลย,ภูผาล้อม,17.55441707,101.8687463,ใช่,,,,,,,,,,,,,,,,,,
823,วนอุทยาน,ภูแฝก,กาฬสินธุ์,รอยตีนไดโนเสาร์ภูแฝก,16.6936,103.93818,ใช่,,,,,,,,,,,,,,,,,,
824,วนอุทยาน,ภูพระ,หนองบัวลำภู,ถ้ำพระภูพระ,16.8742,102.4981,ใช่,,,,,,,,,,,,,,,,,,
825,วนอุทยาน,ภูหัน-ภูระงำ,ขอนแก่น,เส้นทางศึกษาธรรมชาติวนอุทยานภูหัน-ภูระงำ,16.0182,102.4944,ใช่,,,,,,,,,,,,,,,,,,
826,วนอุทยาน,ภูหัน-ภูระงำ,ขอนแก่น,เกิ้งจ้อง,16.028,102.5094,ใช่,,,,,,,,,,,,,,,,,,
827,วนอุทยาน,ภูหัน-ภูระงำ,ขอนแก่น,ภาพเขียนสีโบราณเกิ้งตะขาบ,16.0278,102.5049,ใช่,,,,,,,,,,,,,,,,,,
828,วนอุทยาน,ภูหัน-ภูระงำ,ขอนแก่น,ภาพเขียนสีโบราณเกิ้งขาม,16.024,102.5049,ใช่,,,,,,,,,,,,,,,,,,
829,วนอุทยาน,หริรักษ์,เลย,ลานกางเต้นท์ปางอุ๋งเมืองเลย,17.5086,101.6137,ใช่,,,,,,,,,,,,,,,,,,
830,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ภาพเขียนสีก่อนประวัติศาสตร์ผาแต้ม,15.399267,105.512283,ใช่,,,,,,,,,,,,,,,,,,
831,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ภาพเขียนสีก่อนประวัติศาสตร์ผาขาม,15.397883,105.5099,ใช่,,,,,,,,,,,,,,,,,,
832,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ภาพเขียนสีก่อนประวัติศาสตร์ผาหมอน,15.4007,105.516583,ใช่,,,,,,,,,,,,,,,,,,
833,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ภาพเขียนสีก่อนประวัติศาสตร์ผาเจ๊ก,15.40275,105.51915,ใช่,,,,,,,,,,,,,,,,,,
834,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ผาเมย,15.430517,105.582983,ใช่,,,,,,,,,,,,,,,,,,
835,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,เสาเฉลียง,15.404467,105.502133,ใช่,,,,,,,,,,,,,,,,,,
836,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,จุมชมทิวทัศน์ผาแต้ม,15.397717,105.509067,ใช่,,,,,,,,,,,,,,,,,,
837,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,น้ำตกขัวนางนี,15.405833,105.507783,ใช่,,,,,,,,,,,,,,,,,,
838,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,น้ำตกสร้อยสวรรค์,15.460017,105.5785,ไม่ใช่,1-มี.ค.,31-พ.ค.,,,,,,,,,,,,,,,,
839,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ทุ่งดอกไม้ป่า,15.455467,105.575333,ใช่,,,,,,,,,,,,,,,,,,
840,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,น้ำตกแสงจันทร์ (น้ำตกลงรู),15.515967,105.589867,ใช่,,,,,,,,,,,,,,,,,,
841,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,น้ำตกทุ่งนาเมือง,15.532483,105.596883,ใช่,,,,,,,,,,,,,,,,,,
842,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ผาชะนะได,15.620717,105.617183,ไม่ใช่,1-มี.ค.,31-พ.ค.,"ปิดฟื้นฟูทรัพยากร
",,,,,,,,,,,,,,,
843,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,น้ำตกห้วยพอก,15.624833,105.6125,ไม่ใช่,1-มี.ค.,31-พ.ค.,ปิดฟื้นฟูทรัพยากร,(อยู่บริเวณแหล่งท่องเที่ยวผาชะนะได),,,,,,,,,,,,,,
844,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ป่าดงนาทาม,15.58655,105.597183,ไม่ใช่,1-มี.ค.,31-พ.ค.,,,,,,,,,,,,,,,,
845,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,น้ำตกชะปัน,15.619167,105.581467,ไม่ใช่,1-มี.ค.,31-พ.ค.,,,,,,,,,,,,,,,,
846,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,น้ำตกกีต,15.6062,105.577417,ไม่ใช่,1-มี.ค.,31-พ.ค.,,,,,,,,,,,,,,,,
847,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,น้ำตกกวางโตน,15.639633,105.62035,ไม่ใช่,1-มี.ค.,31-พ.ค.,,,,,,,,,,,,,,,,
848,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ถ้ำปาฏิหารย์,15.600717,105.57405,ใช่,,,,,,,,,,,,,,,,,,
849,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,เสาเฉลียงภูจ้อมก้อม,15.566333,105.608433,ใช่,,,,,,,,,,,,,,,,,,
850,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,เสาเฉลียงใหญ่,15.7442,105.494583,ใช่,,,,,,,,,,,,,,,,,,
851,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ภูสมุย,15.716633,105.5153,ใช่,,,,,,,,,,,,,,,,,,
852,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ผาโสก,15.417817,105.570683,ไม่ใช่,1-พ.ย.,30-มิ.ย.,เปิดเฉพาะช่วงฤดูฝน,,,,,,,,,,,,,,,
853,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ถ้ำมืด,15.74215,105.530883,ใช่,,,,,,,,,,,,,,,,,,
854,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,15.400933,105.500933,ใช่,,,,,,,,,,,,,,,,,,
855,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ลานกางเต็นท์แมกไม้สายธาร,15.406517,105.504833,ใช่,,,,,,,,,,,,,,,,,,
856,อุทยานแห่งชาติ,ผาแต้ม,อุบลราชธานี,ลานกางเต็นท์ชมตะวัน,15.400567,105.5005,ใช่,,,,,,,,,,,,,,,,,,
857,อุทยานแห่งชาติ,แก่งตะนะ,อุบลราชธานี,แก่งตะนะ,15.2995497,105.4757365,ใช่,,,,,,,,,,,,,,,,,,
858,อุทยานแห่งชาติ,แก่งตะนะ,อุบลราชธานี,ดอนตะนะ,15.304897,105.470447,ใช่,,,,,,,,,,,,,,,,,,
859,อุทยานแห่งชาติ,แก่งตะนะ,อุบลราชธานี,สะพานแขวน,15.304897,105.470447,ใช่,,,,,,,,,,,,,,,,,,
860,อุทยานแห่งชาติ,แก่งตะนะ,อุบลราชธานี,น้ำตกตาดโตน,15.253422,105.478014,ไม่ใช่,1-ม.ค.,31-ก.ค.,ปิดปรับปรุงเพื่อเตรียมความพร้อมในการรองรับนักท่องเที่ยว,"ปิดไม่มี
กำหนด",,,,,,,,,,,,,,
861,อุทยานแห่งชาติ,แก่งตะนะ,อุบลราชธานี,หลักศิลาจารึกเจ้าชายจิตรเสน,15.299693,105.476908,ใช่,,,,,,,,,,,,,,,,,,
862,อุทยานแห่งชาติ,แก่งตะนะ,อุบลราชธานี,ลานผาผึ้ง,15.298052,105.490703,ใช่,,,,,,,,,,,,,,,,,,
863,อุทยานแห่งชาติ,แก่งตะนะ,อุบลราชธานี,น้ำตกรากไทร,15.299622,105.48304,ใช่,,,,,,,,,,,,,,,,,,
864,อุทยานแห่งชาติ,แก่งตะนะ,อุบลราชธานี,ถ้ำพระ/ภูหมาไน,15.299607,105.48315,ใช่,,,,,,,,,,,,,,,,,,
865,อุทยานแห่งชาติ,แก่งตะนะ,อุบลราชธานี,ผาด่าง,15.2985335,105.4735688,ใช่,,,,,,,,,,,,,,,,,,
866,อุทยานแห่งชาติ,แก่งตะนะ,อุบลราชธานี,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,15.304897,105.470477,ใช่,,,,,,,,,,,,,,,,,,
867,อุทยานแห่งชาติ,แก่งตะนะ,อุบลราชธานี,ลานกางเต็นท์แก่งตะนะ,15.301118,105.47644,ใช่,,,,,,,,,,,,,,,,,,
868,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,น้ำตกห้วยหลวง,14.442119,105.27399,ใช่,,,,,,,,,,,,,,,,,,
869,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,แก่งกะเลา,14.436675,105.277503,ใช่,,,,,,,,,,,,,,,,,,
870,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,แก่งสนสามพันปี,14.429081,105.282036,ใช่,,,,ไม่มีสิ่งอำนวยความสะดวกในพื้นที่,,,,,,,,,,,,,,
871,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,น้ำตกสราลีภิรมย์,14.437653,105.27763,ใช่,,,,,,,,,,,,,,,,,,
872,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,น้ำตกประโอนละออ,14.442255,105.273971,ใช่,,,,,,,,,,,,,,,,,,
873,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,แก่งศิลาทิพย์,14.450765,105.254858,ใช่,,,,ไม่มีสิ่งอำนวยความสะดวกในพื้นที่,,,,,,,,,,,,,,
874,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,น้ำตกเกิ้งแม่ฟอง,14.430242,105.328313,ใช่,,,,ไม่มีสิ่งอำนวยความสะดวกในพื้นที่,,,,,,,,,,,,,,
875,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,ภูหินด่าง,14.48512,105.477423,ใช่,,,,ไม่มีสิ่งอำนวยความสะดวกในพื้นที่,,,,,,,,,,,,,,
876,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,เนิน 500,14.35239,105.184844,ไม่ใช่,,,ปิดไม่มีกำหนด,,,,,,,,,,,,,,,
877,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,พลาญกงเกวียน,14.434663,105.255408,ใช่,,,,,,,,,,,,,,,,,,
878,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,พลาญป่าชาด,14.434683,105.25996,ใช่,,,,,,,,,,,,,,,,,,
879,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,อ่างเก็บน้ำพลาญเสือตอนบน,14.363467,105.211131,ไม่ใช่,,,ปิดไม่มีกำหนด,,,,,,,,,,,,,,,
880,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,14.434854,105.253056,ใช่,,,,,,,,,,,,,,,,,,
881,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,ลานกางเต็นท์พลาญกงเกวียน,14.434148,105.254215,ใช่,,,,,,,,,,,,,,,,,,
882,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,"เส้นทางศึกษาธรรมชาติ ""แก่งกะเล่า-น้ำตกห้วยหลวง""",14.436639,105.277116,ใช่,,,,,,,,,,,,,,,,,,
883,อุทยานแห่งชาติ,ภูจองนายอย,อุบลราชธานี,น้ำตกจรวด,14.384082,105.211717,ไม่ใช่,,,ปิดไม่มีกำหนด,ไม่มีสิ่งอำนวยความสะดวกในพื้นที่,,,,,,,,,,,,,,
884,อุทยานแห่งชาติ,เขาพระวิหาร,ศรีสะเกษ,ผามออีแดง,14.403065,104.687042,ใช่,,,,,,,,,,,,,,,,,,
885,อุทยานแห่งชาติ,เขาพระวิหาร,ศรีสะเกษ,สระตราว,14.403225,104.68176,ใช่,,,,,,,,,,,,,,,,,,
