fiscal_year_be,park_name,office,month_th,month_num,calendar_year_be,calendar_year_ce,date,visitors,min_rain,max_rain,avg_rain,total_attractions,open_attractions,closed_attractions,unknown_attractions,known_attractions,availability_pct,unknown_pct,availability_data_status
2561,ตาดโตน,สำนักบริหารพื้นที่อนุรักษ์ที่ 7,ม.ค.,1,2561,2018,2018-01-01,15566,0.0,71.18000031,13.48657474,9.0,9.0,0.0,0.0,9.0,100.0,0.0,Known
2561,ตาพระยา,สำนักบริหารพื้นที่อนุรักษ์ที่ 1,ม.ค.,1,2561,2018,2018-01-01,510,34.22000122,133.3200073,94.91164385,11.0,11.0,0.0,0.0,11.0,100.0,0.0,Known
2561,ต้นสักใหญ่,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ม.ค.,1,2561,2018,2018-01-01,1079,3.390000105,21.01000023,12.15700341,5.0,5.0,0.0,0.0,5.0,100.0,0.0,Known
2561,ถ้ำปลา-น้ำตกผาเสื่อ,สำนักบริหารพื้นที่อนุรักษ์ที่ 16 สาขาแม่สะเรียง,ม.ค.,1,2561,2018,2018-01-01,954,0.400000006,12.97999954,3.827043768,8.0,6.0,0.0,2.0,6.0,100.0,25.0,Known
2561,ถ้ำผาไท,สำนักบริหารพื้นที่อนุรักษ์ที่ 13 สาขาลำปาง,ม.ค.,1,2561,2018,2018-01-01,5436,0.02,25.38999939,10.4040333,9.0,9.0,0.0,0.0,9.0,100.0,0.0,Known
2561,ถ้ำสะเกิน,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ม.ค.,1,2561,2018,2018-01-01,3202,11.39999962,30.78000069,17.2318547,8.0,8.0,0.0,0.0,8.0,100.0,0.0,Known
2561,ถ้ำหลวง-ขุนน้ำนางนอน,สำนักบริหารพื้นที่อนุรักษ์ที่ 15,ม.ค.,1,2561,2018,2018-01-01,72656,4.769999981,16.86000061,8.776122468,5.0,5.0,0.0,0.0,5.0,100.0,0.0,Known
2561,ทองผาภูมิ,สำนักบริหารพื้นที่อนุรักษ์ที่ 3,ม.ค.,1,2561,2018,2018-01-01,15496,0.0,21.17000008,7.993725575,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
2561,ทะเลบัน,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,1546,83.63999939,196.6900024,127.1310593,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
2561,ทับลาน,สำนักบริหารพื้นที่อนุรักษ์ที่ 1,ม.ค.,1,2561,2018,2018-01-01,2808,69.56999969,174.2599945,129.1934128,13.0,13.0,0.0,0.0,13.0,100.0,0.0,Known
2561,ทุ่งแสลงหลวง,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ม.ค.,1,2561,2018,2018-01-01,7737,0.100000001,17.45999908,6.981338082,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
2561,ธารเสด็จ-เกาะพะงัน,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ม.ค.,1,2561,2018,2018-01-01,16922,54.11999893,258.8999939,123.0576803,3.0,3.0,0.0,0.0,3.0,100.0,0.0,Known
2561,ธารโบกขรณี,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,20618,136.8300018,368.5299988,261.2556587,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
2561,นันทบุรี,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ม.ค.,1,2561,2018,2018-01-01,1355,11.39999962,30.78000069,17.2318547,3.0,3.0,0.0,0.0,3.0,100.0,0.0,Known
2561,นายูง-น้ำโสม,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ม.ค.,1,2561,2018,2018-01-01,606,0.0,19.45999908,5.819857202,3.0,3.0,0.0,0.0,3.0,100.0,0.0,Known
2561,น้ำตกคลองแก้ว,สำนักบริหารพื้นที่อนุรักษ์ที่ 2,ม.ค.,1,2561,2018,2018-01-01,2566,66.40000153,99.80000305,73.89954288,5.0,5.0,0.0,0.0,5.0,100.0,0.0,Known
2561,น้ำตกชาติตระการ,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ม.ค.,1,2561,2018,2018-01-01,2580,0.100000001,17.45999908,6.981338082,7.0,7.0,0.0,0.0,7.0,100.0,0.0,Known
2561,น้ำตกซีโป,สำนักบริหารพื้นที่อนุรักษ์ที่ 6 สาขาปัตตานี,ม.ค.,1,2561,2018,2018-01-01,1229,166.3600006,360.4700012,272.7171809,1.0,1.0,0.0,0.0,1.0,100.0,0.0,Known
2561,น้ำตกทรายขาว,สำนักบริหารพื้นที่อนุรักษ์ที่ 6 สาขาปัตตานี,ม.ค.,1,2561,2018,2018-01-01,4561,134.3800049,306.3099976,167.9105407,7.0,7.0,0.0,0.0,7.0,100.0,0.0,Known
2561,น้ำตกบัวตอง-น้ำพุเจ็ดสี,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ม.ค.,1,2561,2018,2018-01-01,16947,0.300000012,30.39999962,6.695410436,3.0,3.0,0.0,0.0,3.0,100.0,0.0,Known
2561,น้ำตกพลิ้ว,สำนักบริหารพื้นที่อนุรักษ์ที่ 2,ม.ค.,1,2561,2018,2018-01-01,41032,60.79999924,127.6100006,82.15799778,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
2561,น้ำตกพาเจริญ,สำนักบริหารพื้นที่อนุรักษ์ที่ 14,ม.ค.,1,2561,2018,2018-01-01,14174,0.0,32.0,9.917311154,3.0,3.0,0.0,0.0,3.0,100.0,0.0,Known
2561,น้ำตกสามหลั่น,สำนักบริหารพื้นที่อนุรักษ์ที่ 1 สาขาสระบุรี,ม.ค.,1,2561,2018,2018-01-01,3327,23.85000038,73.06999969,47.68537125,9.0,9.0,0.0,0.0,9.0,100.0,0.0,Known
2561,น้ำตกสี่ขีด,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,1018,84.94000244,335.7799988,227.7059909,5.0,5.0,0.0,0.0,5.0,100.0,0.0,Known
2561,น้ำตกหงาว,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ม.ค.,1,2561,2018,2018-01-01,7478,51.52999878,145.5800018,85.40519611,5.0,3.0,0.0,2.0,3.0,100.0,40.0,Known
2561,น้ำตกห้วยยาง,สำนักบริหารพื้นที่อนุรักษ์ที่ 3 สาขาเพชรบุรี,ม.ค.,1,2561,2018,2018-01-01,3345,14.5,54.70999908,28.62068079,8.0,8.0,0.0,0.0,8.0,100.0,0.0,Known
2561,น้ำตกเจ็ดสาวน้อย,สำนักบริหารพื้นที่อนุรักษ์ที่ 1 สาขาสระบุรี,ม.ค.,1,2561,2018,2018-01-01,24882,23.85000038,73.06999969,47.68537125,5.0,5.0,0.0,0.0,5.0,100.0,0.0,Known
2561,น้ำตกแม่สุรินทร์,สำนักบริหารพื้นที่อนุรักษ์ที่ 16 สาขาแม่สะเรียง,ม.ค.,1,2561,2018,2018-01-01,278,0.400000006,12.97999954,3.827043768,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
2561,น้ำตกโยง,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,5955,84.94000244,335.7799988,227.7059909,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
2561,น้ำพอง,สำนักบริหารพื้นที่อนุรักษ์ที่ 8,ม.ค.,1,2561,2018,2018-01-01,2355,0.709999979,13.63000011,2.467840152,11.0,6.0,1.0,4.0,7.0,85.71428571428571,36.36363636363637,Known
2561,น้ำหนาว,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ม.ค.,1,2561,2018,2018-01-01,5605,2.809999943,94.84999847,20.96562279,15.0,13.0,0.0,2.0,13.0,100.0,13.333333333333334,Known
2561,บางลาง,สำนักบริหารพื้นที่อนุรักษ์ที่ 6 สาขาปัตตานี,ม.ค.,1,2561,2018,2018-01-01,417,125.8600006,250.5899963,164.7554894,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
2561,บูโด-สุไหงปาดี,สำนักบริหารพื้นที่อนุรักษ์ที่ 6 สาขาปัตตานี,ม.ค.,1,2561,2018,2018-01-01,1949,166.3600006,360.4700012,272.7171809,5.0,5.0,0.0,0.0,5.0,100.0,0.0,Known
2561,ปางสีดา,สำนักบริหารพื้นที่อนุรักษ์ที่ 1,ม.ค.,1,2561,2018,2018-01-01,4093,34.22000122,133.3200073,94.91164385,16.0,7.0,5.0,4.0,12.0,58.333333333333336,25.0,Known
2561,ป่าหินงาม,สำนักบริหารพื้นที่อนุรักษ์ที่ 7,ม.ค.,1,2561,2018,2018-01-01,2557,0.0,71.18000031,13.48657474,8.0,8.0,0.0,0.0,8.0,100.0,0.0,Known
2561,ผาแดง,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ม.ค.,1,2561,2018,2018-01-01,18482,0.300000012,30.39999962,6.695410436,10.0,8.0,0.0,2.0,8.0,100.0,20.0,Known
2561,ผาแต้ม,สำนักบริหารพื้นที่อนุรักษ์ที่ 9,ม.ค.,1,2561,2018,2018-01-01,25455,0.0,3.420000076,0.997288865,27.0,26.0,1.0,0.0,27.0,96.29629629629628,0.0,Known
2561,พุเตย,สำนักบริหารพื้นที่อนุรักษ์ที่ 3,ม.ค.,1,2561,2018,2018-01-01,2028,0.409999996,27.79000092,5.205440105,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
2561,ภูกระดึง,สำนักบริหารพื้นที่อนุรักษ์ที่ 8,ม.ค.,1,2561,2018,2018-01-01,15370,7.800000191,27.63999939,18.58156997,20.0,19.0,0.0,1.0,19.0,100.0,5.0,Known
2561,ภูจองนายอย,สำนักบริหารพื้นที่อนุรักษ์ที่ 9,ม.ค.,1,2561,2018,2018-01-01,6927,0.0,3.420000076,0.997288865,16.0,13.0,0.0,3.0,13.0,100.0,18.75,Known
2561,ภูชี้ฟ้า,สำนักบริหารพื้นที่อนุรักษ์ที่ 15,ม.ค.,1,2561,2018,2018-01-01,152250,4.769999981,16.86000061,8.776122468,1.0,1.0,0.0,0.0,1.0,100.0,0.0,Known
2561,ภูซาง,สำนักบริหารพื้นที่อนุรักษ์ที่ 15,ม.ค.,1,2561,2018,2018-01-01,10588,7.659999847,21.70000076,12.50830387,11.0,8.0,0.0,3.0,8.0,100.0,27.27272727272727,Known
2561,ภูผาม่าน,สำนักบริหารพื้นที่อนุรักษ์ที่ 8,ม.ค.,1,2561,2018,2018-01-01,2038,0.709999979,13.63000011,2.467840152,11.0,9.0,2.0,0.0,11.0,81.81818181818183,0.0,Known
2561,ภูผายล,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ม.ค.,1,2561,2018,2018-01-01,839,0.0,8.56000042,3.135995062,8.0,8.0,0.0,0.0,8.0,100.0,0.0,Known
2561,ภูผาเทิบ,สำนักบริหารพื้นที่อนุรักษ์ที่ 9,ม.ค.,1,2561,2018,2018-01-01,8046,0.0,6.179999828,1.787279816,13.0,13.0,0.0,0.0,13.0,100.0,0.0,Known
2561,ภูผาเหล็ก,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ม.ค.,1,2561,2018,2018-01-01,375,0.0,8.56000042,3.135995062,13.0,10.0,3.0,0.0,13.0,76.92307692307693,0.0,Known
2561,ภูพาน,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ม.ค.,1,2561,2018,2018-01-01,1111,0.0,8.56000042,3.135995062,9.0,5.0,4.0,0.0,9.0,55.55555555555556,0.0,Known
2561,ภูลังกา,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ม.ค.,1,2561,2018,2018-01-01,855,1.730000019,27.29000092,8.525475587,8.0,8.0,0.0,0.0,8.0,100.0,0.0,Known
2561,ภูสระดอกบัว,สำนักบริหารพื้นที่อนุรักษ์ที่ 9,ม.ค.,1,2561,2018,2018-01-01,211,0.0,6.179999828,1.787279816,8.0,3.0,0.0,5.0,3.0,100.0,62.5,Known
2561,ภูสวนทราย,สำนักบริหารพื้นที่อนุรักษ์ที่ 8,ม.ค.,1,2561,2018,2018-01-01,1258,7.800000191,27.63999939,18.58156997,20.0,20.0,0.0,0.0,20.0,100.0,0.0,Known
2561,ภูสอยดาว,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ม.ค.,1,2561,2018,2018-01-01,1752,3.390000105,21.01000023,12.15700341,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
2561,ภูหินจอมธาตุ-ภูพระบาท,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ม.ค.,1,2561,2018,2018-01-01,2382,0.0,19.45999908,5.819857202,7.0,7.0,0.0,0.0,7.0,100.0,0.0,Known
2561,ภูหินร่องกล้า,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ม.ค.,1,2561,2018,2018-01-01,82736,0.100000001,17.45999908,6.981338082,18.0,14.0,4.0,0.0,18.0,77.77777777777779,0.0,Known
2561,ภูเก้า-ภูพานคำ,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ม.ค.,1,2561,2018,2018-01-01,478,0.200000003,19.98999977,6.366757688,19.0,19.0,0.0,0.0,19.0,100.0,0.0,Known
2561,ภูเรือ,สำนักบริหารพื้นที่อนุรักษ์ที่ 8,ม.ค.,1,2561,2018,2018-01-01,42118,7.800000191,27.63999939,18.58156997,21.0,20.0,1.0,0.0,21.0,95.23809523809524,0.0,Known
2561,ภูเวียง,สำนักบริหารพื้นที่อนุรักษ์ที่ 8,ม.ค.,1,2561,2018,2018-01-01,1112,0.709999979,13.63000011,2.467840152,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
2561,ภูแลนคา,สำนักบริหารพื้นที่อนุรักษ์ที่ 7,ม.ค.,1,2561,2018,2018-01-01,18802,0.0,71.18000031,13.48657474,8.0,8.0,0.0,0.0,8.0,100.0,0.0,Known
2561,รามคำแหง,สำนักบริหารพื้นที่อนุรักษ์ที่ 14,ม.ค.,1,2561,2018,2018-01-01,2155,1.5,11.86999989,5.354606424,7.0,7.0,0.0,0.0,7.0,100.0,0.0,Known
2561,ลานสาง,สำนักบริหารพื้นที่อนุรักษ์ที่ 14,ม.ค.,1,2561,2018,2018-01-01,4453,0.0,32.0,9.917311154,11.0,11.0,0.0,0.0,11.0,100.0,0.0,Known
2561,ลำคลองงู,สำนักบริหารพื้นที่อนุรักษ์ที่ 3,ม.ค.,1,2561,2018,2018-01-01,698,0.0,21.17000008,7.993725575,6.0,3.0,3.0,0.0,6.0,50.0,0.0,Known
2561,ลำน้ำกก,สำนักบริหารพื้นที่อนุรักษ์ที่ 15,ม.ค.,1,2561,2018,2018-01-01,12401,4.769999981,16.86000061,8.776122468,5.0,5.0,0.0,0.0,5.0,100.0,0.0,Known
2561,ลำน้ำกระบุรี,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ม.ค.,1,2561,2018,2018-01-01,1883,51.52999878,145.5800018,85.40519611,8.0,7.0,0.0,1.0,7.0,100.0,12.5,Known
2561,ลำน้ำน่าน,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ม.ค.,1,2561,2018,2018-01-01,2830,3.390000105,21.01000023,12.15700341,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
2561,ศรีน่าน,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ม.ค.,1,2561,2018,2018-01-01,23896,11.39999962,30.78000069,17.2318547,8.0,8.0,0.0,0.0,8.0,100.0,0.0,Known
2561,ศรีพังงา,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,2594,123.5,262.4299927,233.149997,4.0,4.0,0.0,0.0,4.0,100.0,0.0,Known
2561,ศรีลานนา,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ม.ค.,1,2561,2018,2018-01-01,279,0.300000012,30.39999962,6.695410436,7.0,7.0,0.0,0.0,7.0,100.0,0.0,Known
2561,ศรีสัชนาลัย,สำนักบริหารพื้นที่อนุรักษ์ที่ 14,ม.ค.,1,2561,2018,2018-01-01,1871,1.5,11.86999989,5.354606424,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
2561,สันกาลาคีรี,สำนักบริหารพื้นที่อนุรักษ์ที่ 6,ม.ค.,1,2561,2018,2018-01-01,566,62.61000061,423.0,167.6350624,1.0,1.0,0.0,0.0,1.0,100.0,0.0,Known
2561,สาละวิน,สำนักบริหารพื้นที่อนุรักษ์ที่ 16 สาขาแม่สะเรียง,ม.ค.,1,2561,2018,2018-01-01,823,0.400000006,12.97999954,3.827043768,9.0,9.0,0.0,0.0,9.0,100.0,0.0,Known
2561,สิรินาถ,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,8189,156.8899994,270.9500122,208.9887102,9.0,9.0,0.0,0.0,9.0,100.0,0.0,Known
2561,หมู่เกาะชุมพร,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ม.ค.,1,2561,2018,2018-01-01,6764,9.800000191,99.97000122,64.89704671,20.0,19.0,0.0,1.0,19.0,100.0,5.0,Known
2561,หมู่เกาะช้าง,สำนักบริหารพื้นที่อนุรักษ์ที่ 2,ม.ค.,1,2561,2018,2018-01-01,30795,66.40000153,99.80000305,73.89954288,10.0,7.0,0.0,3.0,7.0,100.0,30.0,Known
2561,หมู่เกาะระนอง,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ม.ค.,1,2561,2018,2018-01-01,78,51.52999878,145.5800018,85.40519611,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
2561,หมู่เกาะลันตา,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,40398,136.8300018,368.5299988,261.2556587,11.0,11.0,0.0,0.0,11.0,100.0,0.0,Known
2561,หมู่เกาะสิมิลัน,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,155045,123.5,262.4299927,233.149997,10.0,4.0,0.0,6.0,4.0,100.0,60.0,Known
2561,หมู่เกาะสุรินทร์,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,9214,123.5,262.4299927,233.149997,19.0,19.0,0.0,0.0,19.0,100.0,0.0,Known
2561,หมู่เกาะอ่างทอง,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ม.ค.,1,2561,2018,2018-01-01,14291,54.11999893,258.8999939,123.0576803,8.0,8.0,0.0,0.0,8.0,100.0,0.0,Known
2561,หมู่เกาะเภตรา,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,6744,83.63999939,196.6900024,127.1310593,9.0,9.0,0.0,0.0,9.0,100.0,0.0,Known
2561,หาดขนอม-หมู่เกาะทะเลใต้,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,5306,84.94000244,335.7799988,227.7059909,13.0,10.0,0.0,3.0,10.0,100.0,23.07692307692308,Known
2561,หาดนพรัตน์ธารา-หมู่เกาะพีพี,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,202302,136.8300018,368.5299988,261.2556587,19.0,18.0,0.0,1.0,18.0,100.0,5.263157894736842,Known
2561,หาดวนกร,สำนักบริหารพื้นที่อนุรักษ์ที่ 3 สาขาเพชรบุรี,ม.ค.,1,2561,2018,2018-01-01,2150,14.5,54.70999908,28.62068079,6.0,5.0,1.0,0.0,6.0,83.33333333333334,0.0,Known
2561,หาดเจ้าไหม,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,14736,148.0200043,264.3800049,190.2166092,13.0,13.0,0.0,0.0,13.0,100.0,0.0,Known
2561,ห้วยน้ำดัง,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ม.ค.,1,2561,2018,2018-01-01,28160,0.300000012,30.39999962,6.695410436,8.0,8.0,0.0,0.0,8.0,100.0,0.0,Known
2561,ออบขาน,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ม.ค.,1,2561,2018,2018-01-01,158,0.300000012,30.39999962,6.695410436,5.0,5.0,0.0,0.0,5.0,100.0,0.0,Known
2561,ออบหลวง,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ม.ค.,1,2561,2018,2018-01-01,6449,0.300000012,30.39999962,6.695410436,7.0,7.0,0.0,0.0,7.0,100.0,0.0,Known
2561,อ่าวพังงา,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ม.ค.,1,2561,2018,2018-01-01,173158,123.5,262.4299927,233.149997,19.0,19.0,0.0,0.0,19.0,100.0,0.0,Known
2561,อ่าวมะนาว-เขาตันหยง,สำนักบริหารพื้นที่อนุรักษ์ที่ 6 สาขาปัตตานี,ม.ค.,1,2561,2018,2018-01-01,5536,166.3600006,360.4700012,272.7171809,3.0,3.0,0.0,0.0,3.0,100.0,0.0,Known
2561,อ่าวสยาม,สำนักบริหารพื้นที่อนุรักษ์ที่ 3 สาขาเพชรบุรี,ม.ค.,1,2561,2018,2018-01-01,2263,14.5,54.70999908,28.62068079,5.0,5.0,0.0,0.0,5.0,100.0,0.0,Known
2561,เขลางค์บรรพต,สำนักบริหารพื้นที่อนุรักษ์ที่ 13 สาขาลำปาง,ม.ค.,1,2561,2018,2018-01-01,37,0.02,25.38999939,10.4040333,3.0,3.0,0.0,0.0,3.0,100.0,0.0,Known
2561,เขาคิชฌกูฎ,สำนักบริหารพื้นที่อนุรักษ์ที่ 2,ม.ค.,1,2561,2018,2018-01-01,79120,60.79999924,127.6100006,82.15799778,7.0,6.0,1.0,0.0,7.0,85.71428571428571,0.0,Known
2561,เขาค้อ,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ม.ค.,1,2561,2018,2018-01-01,2945,2.809999943,94.84999847,20.96562279,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
