fiscal_year_be,park_name_x,office,month_th,visitors,month_num,calendar_year_be,calendar_year_ce,date,park_key,park_key_final,park_name_y,min_rain,max_rain,avg_rain
2563,เขาปู่-เขาย่า,สำนักบริหารพื้นที่อนุรักษ์ที่ 6,ส.ค.,8092,8,2563,2020,2020-08-01,เขาปู่-เขาย่า,เขาปู่-เขาย่า,เขาปู่-เขาย่า,111.9199982,164.0599976,135.5523444
2563,เขาพนมเบญจา,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ส.ค.,438,8,2563,2020,2020-08-01,เขาพนมเบญจา,เขาพนมเบญจา,เขาพนมเบญจา,140.5,191.3600006,168.2012754
2563,เขาพระวิหาร,สำนักบริหารพื้นที่อนุรักษ์ที่ 9,ส.ค.,35666,8,2563,2020,2020-08-01,เขาพระวิหาร,เขาพระวิหาร,เขาพระวิหาร,216.1699982,273.5899963,248.2662174
2563,เขาลำปี-หาดท้ายเหมือง,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ส.ค.,1331,8,2563,2020,2020-08-01,เขาลำปี-หาดท้ายเหมือง,เขาลำปี-หาดท้ายเหมือง,เขาลำปี-หาดท้ายเหมือง,164.2799988,267.769989,217.642711
2563,เขาสก,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ส.ค.,16779,8,2563,2020,2020-08-01,เขาสก,เขาสก,เขาสก,39.13999939,337.8399963,134.1559241
2563,เขาสามร้อยยอด,สำนักบริหารพื้นที่อนุรักษ์ที่ 3 สาขาเพชรบุรี,ส.ค.,9515,8,2563,2020,2020-08-01,เขาสามร้อยยอด,เขาสามร้อยยอด,เขาสามร้อยยอด,41.54999924,164.9299927,104.5447431
2563,เขาสิบห้าชั้น,สำนักบริหารพื้นที่อนุรักษ์ที่ 2,ส.ค.,671,8,2563,2020,2020-08-01,เขาสิบห้าชั้น,เขาสิบห้าชั้น,เขาสิบห้าชั้น,184.4400024,651.7700195,408.5860929
2563,เขาหลวง,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ส.ค.,1887,8,2563,2020,2020-08-01,เขาหลวง,เขาหลวง,เขาหลวง,0.07,238.5099945,139.7514469
2563,เขาหลัก-ลำรู่,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ส.ค.,0,8,2563,2020,2020-08-01,เขาหลัก-ลำรู่,เขาหลัก-ลำรู่,เขาหลัก-ลำรู่,164.2799988,267.769989,217.642711
2563,เขาแหลม,สำนักบริหารพื้นที่อนุรักษ์ที่ 3,ส.ค.,4085,8,2563,2020,2020-08-01,เขาแหลม,เขาแหลม,เขาแหลม,43.65000153,315.6799927,179.3405402
2563,เขาแหลมหญ้า-หมู่เกาะเสม็ด,สำนักบริหารพื้นที่อนุรักษ์ที่ 2,ส.ค.,36470,8,2563,2020,2020-08-01,เขาแหลมหญ้า-หมู่เกาะเสม็ด,เขาแหลมหญ้า-หมู่เกาะเสม็ด,เขาแหลมหญ้า-หมู่เกาะเสม็ด,72.12999725,353.3500061,142.7469715
2563,เขาใหญ่,สำนักบริหารพื้นที่อนุรักษ์ที่ 1,ส.ค.,117248,8,2563,2020,2020-08-01,เขาใหญ่,เขาใหญ่,เขาใหญ่,67.09999847,784.1500244,232.4102761
2563,เขื่อนศรีนครินทร์,สำนักบริหารพื้นที่อนุรักษ์ที่ 3,ส.ค.,3578,8,2563,2020,2020-08-01,เขื่อนศรีนครินทร์,เขื่อนศรีนครินทร์,เขื่อนศรีนครินทร์,43.65000153,315.6799927,179.3405402
2563,เฉลิมพระเกียรติไทยประจัน,สำนักบริหารพื้นที่อนุรักษ์ที่ 3,ส.ค.,1733,8,2563,2020,2020-08-01,เฉลิมพระเกียรติไทยประจัน,เฉลิมพระเกียรติไทยประจัน,เฉลิมพระเกียรติไทยประจัน,81.37999725,180.3399963,113.6149815
2563,เฉลิมรัตนโกสินทร์,สำนักบริหารพื้นที่อนุรักษ์ที่ 3,ส.ค.,2011,8,2563,2020,2020-08-01,เฉลิมรัตนโกสินทร์,เฉลิมรัตนโกสินทร์,เฉลิมรัตนโกสินทร์,43.65000153,315.6799927,179.3405402
2563,เวียงโกศัย,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ส.ค.,0,8,2563,2020,2020-08-01,เวียงโกศัย,เวียงโกศัย,เวียงโกศัย,210.8300018,498.5799866,400.3836054
2563,เอราวัณ,สำนักบริหารพื้นที่อนุรักษ์ที่ 3,ส.ค.,15247,8,2563,2020,2020-08-01,เอราวัณ,เอราวัณ,เอราวัณ,43.65000153,315.6799927,179.3405402
2563,แก่งกระจาน,สำนักบริหารพื้นที่อนุรักษ์ที่ 3 สาขาเพชรบุรี,ส.ค.,4056,8,2563,2020,2020-08-01,แก่งกระจาน,แก่งกระจาน,แก่งกระจาน,47.16999817,134.0899963,90.227717
2563,แก่งกรุง,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ส.ค.,62,8,2563,2020,2020-08-01,แก่งกรุง,แก่งกรุง,แก่งกรุง,39.13999939,337.8399963,134.1559241
2563,แก่งตะนะ,สำนักบริหารพื้นที่อนุรักษ์ที่ 9,ส.ค.,1623,8,2563,2020,2020-08-01,แก่งตะนะ,แก่งตะนะ,แก่งตะนะ,202.2100067,285.3900146,245.8885085
2563,แควน้อย,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ส.ค.,68,8,2563,2020,2020-08-01,แควน้อย,แควน้อย,แควน้อย,86.98999786,352.5,240.6174675
2563,แจ้ซ้อน,สำนักบริหารพื้นที่อนุรักษ์ที่ 13 สาขาลำปาง,ส.ค.,8810,8,2563,2020,2020-08-01,แจ้ซ้อน,แจ้ซ้อน,แจ้ซ้อน,167.4900055,383.730011,251.8788626
2563,แม่จริม,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ส.ค.,177,8,2563,2020,2020-08-01,แม่จริม,แม่จริม,แม่จริม,392.519989,460.0,417.0148588
2563,แม่ตะไคร้,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ส.ค.,177,8,2563,2020,2020-08-01,แม่ตะไคร้,แม่ตะไคร้,แม่ตะไคร้,0.879999995,388.6300049,255.4632855
2563,แม่ปิง,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ส.ค.,112,8,2563,2020,2020-08-01,แม่ปิง,แม่ปิง,แม่ปิง,184.3699951,338.2799988,259.3710448
2563,แม่ปืม,สำนักบริหารพื้นที่อนุรักษ์ที่ 15,ส.ค.,654,8,2563,2020,2020-08-01,แม่ปืม,แม่ปืม,แม่ปืม,202.3300018,420.2900085,321.4455847
2563,แม่ยม,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ส.ค.,77,8,2563,2020,2020-08-01,แม่ยม,แม่ยม,แม่ยม,210.8300018,498.5799866,400.3836054
2563,แม่วงก์,สำนักบริหารพื้นที่อนุรักษ์ที่ 12,ส.ค.,6511,8,2563,2020,2020-08-01,แม่วงก์,แม่วงก์,แม่วงก์,85.91999817,255.0399933,149.6085125
2563,แม่วะ,สำนักบริหารพื้นที่อนุรักษ์ที่ 13 สาขาลำปาง,ส.ค.,150,8,2563,2020,2020-08-01,แม่วะ,แม่วะ,แม่วะ,167.4900055,383.730011,251.8788626
2563,แม่วาง,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ส.ค.,2986,8,2563,2020,2020-08-01,แม่วาง,แม่วาง,แม่วาง,0.879999995,388.6300049,255.4632855
2563,แม่สะเรียง,สำนักบริหารพื้นที่อนุรักษ์ที่ 16 สาขาแม่สะเรียง,ส.ค.,0,8,2563,2020,2020-08-01,แม่สะเรียง,แม่สะเรียง,แม่สะเรียง,201.1000061,398.7900085,288.4719155
2563,แม่เงา,สำนักบริหารพื้นที่อนุรักษ์ที่ 16 สาขาแม่สะเรียง,ส.ค.,18,8,2563,2020,2020-08-01,แม่เงา,แม่เงา,แม่เงา,201.1000061,398.7900085,288.4719155
2563,แม่เมย,สำนักบริหารพื้นที่อนุรักษ์ที่ 14,ส.ค.,174,8,2563,2020,2020-08-01,แม่เมย,แม่เมย,แม่เมย,129.7100067,376.4500122,227.3765108
2563,แม่โถ,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ส.ค.,0,8,2563,2020,2020-08-01,แม่โถ,แม่โถ,แม่โถ,0.879999995,388.6300049,255.4632855
2563,แหลมสน,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ส.ค.,1436,8,2563,2020,2020-08-01,แหลมสน,แหลมสน,แหลมสน,160.8600006,520.3699951,319.6195246
2563,ใต้ร่มเย็น,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ส.ค.,161,8,2563,2020,2020-08-01,ใต้ร่มเย็น,ใต้ร่มเย็น,ใต้ร่มเย็น,39.13999939,337.8399963,134.1559241
2563,ไทรทอง,สำนักบริหารพื้นที่อนุรักษ์ที่ 7,ส.ค.,10082,8,2563,2020,2020-08-01,ไทรทอง,ไทรทอง,ไทรทอง,184.5099945,244.8200073,209.922094
2563,ไทรโยค,สำนักบริหารพื้นที่อนุรักษ์ที่ 3,ส.ค.,6288,8,2563,2020,2020-08-01,ไทรโยค,ไทรโยค,ไทรโยค,43.65000153,315.6799927,179.3405402
2563,กุยบุรี,สำนักบริหารพื้นที่อนุรักษ์ที่ 3 สาขาเพชรบุรี,ก.ย.,882,9,2563,2020,2020-09-01,กุยบุรี,กุยบุรี,กุยบุรี,119.7099991,251.1499939,159.6266955
2563,ขุนขาน,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ก.ย.,17,9,2563,2020,2020-09-01,ขุนขาน,ขุนขาน,ขุนขาน,0.529999971,249.1300049,138.9132392
2563,ขุนน่าน,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ก.ย.,513,9,2563,2020,2020-09-01,ขุนน่าน,ขุนน่าน,ขุนน่าน,128.3800049,207.5299988,159.5034874
2563,ขุนพะวอ,สำนักบริหารพื้นที่อนุรักษ์ที่ 14,ก.ย.,1180,9,2563,2020,2020-09-01,ขุนพะวอ,ขุนพะวอ,ขุนพะวอ,101.8499985,448.1700134,262.8534825
2563,ขุนสถาน,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ก.ย.,2001,9,2563,2020,2020-09-01,ขุนสถาน,ขุนสถาน,ขุนสถาน,128.3800049,207.5299988,159.5034874
2563,ขุนแจ,สำนักบริหารพื้นที่อนุรักษ์ที่ 15,ก.ย.,0,9,2563,2020,2020-09-01,ขุนแจ,ขุนแจ,ขุนแจ,101.7799988,242.4900055,200.7220143
2563,คลองพนม,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ก.ย.,9,9,2563,2020,2020-09-01,คลองพนม,คลองพนม,คลองพนม,61.27999878,576.3400269,257.6954426
2563,คลองลาน,สำนักบริหารพื้นที่อนุรักษ์ที่ 12,ก.ย.,16554,9,2563,2020,2020-09-01,คลองลาน,คลองลาน,คลองลาน,163.8099976,387.8999939,217.5344512
2563,คลองวังเจ้า,สำนักบริหารพื้นที่อนุรักษ์ที่ 12,ก.ย.,2302,9,2563,2020,2020-09-01,คลองวังเจ้า,คลองวังเจ้า,คลองวังเจ้า,163.8099976,387.8999939,217.5344512
2563,ดอยขุนตาล,สำนักบริหารพื้นที่อนุรักษ์ที่ 13 สาขาลำปาง,ก.ย.,2953,9,2563,2020,2020-09-01,ดอยขุนตาล,ดอยขุนตาล,ดอยขุนตาล,133.8600006,216.8699951,167.3372779
2563,ดอยจง,สำนักบริหารพื้นที่อนุรักษ์ที่ 13 สาขาลำปาง,ก.ย.,559,9,2563,2020,2020-09-01,ดอยจง,ดอยจง,ดอยจง,80.69000244,226.9799957,161.6109251
2563,ดอยผากลอง,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ก.ย.,138,9,2563,2020,2020-09-01,ดอยผากลอง,ดอยผากลอง,ดอยผากลอง,132.7400055,219.6000061,167.6357985
2563,ดอยผ้าห่มปก,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ก.ย.,4316,9,2563,2020,2020-09-01,ดอยผ้าห่มปก,ดอยผ้าห่มปก,ดอยผ้าห่มปก,0.529999971,249.1300049,138.9132392
2563,ดอยภูคา,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ก.ย.,2449,9,2563,2020,2020-09-01,ดอยภูคา,ดอยภูคา,ดอยภูคา,128.3800049,207.5299988,159.5034874
2563,ดอยภูนาง,สำนักบริหารพื้นที่อนุรักษ์ที่ 15,ก.ย.,1039,9,2563,2020,2020-09-01,ดอยภูนาง,ดอยภูนาง,ดอยภูนาง,69.73000336,188.5800018,132.6586987
2563,ดอยสอยมาลัย,สำนักบริหารพื้นที่อนุรักษ์ที่ 14,ก.ย.,2560,9,2563,2020,2020-09-01,ดอยสอยมาลัย,ดอยสอยมาลัย-ไม้กลายเป็นหิน,ดอยสอยมาลัย-ไม้กลายเป็นหิน,101.8499985,448.1700134,262.8534825
2563,ดอยสุเทพ-ปุย,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ก.ย.,8511,9,2563,2020,2020-09-01,ดอยสุเทพ-ปุย,ดอยสุเทพ-ปุย,ดอยสุเทพ-ปุย,0.529999971,249.1300049,138.9132392
2563,ดอยหลวง,สำนักบริหารพื้นที่อนุรักษ์ที่ 15,ก.ย.,948,9,2563,2020,2020-09-01,ดอยหลวง,ดอยหลวง,ดอยหลวง,101.7799988,242.4900055,200.7220143
2563,ดอยอินทนนท์,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ก.ย.,29940,9,2563,2020,2020-09-01,ดอยอินทนนท์,ดอยอินทนนท์,ดอยอินทนนท์,0.529999971,249.1300049,138.9132392
2563,ดอยเวียงผา,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ก.ย.,0,9,2563,2020,2020-09-01,ดอยเวียงผา,ดอยเวียงผา,ดอยเวียงผา,0.529999971,249.1300049,138.9132392
2563,ตะรุเตา,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ก.ย.,0,9,2563,2020,2020-09-01,ตะรุเตา,ตะรุเตา,ตะรุเตา,237.4299927,311.0400085,275.3886757
2563,ตากสินมหาราช,สำนักบริหารพื้นที่อนุรักษ์ที่ 14,ก.ย.,2255,9,2563,2020,2020-09-01,ตากสินมหาราช,ตากสินมหาราช,ตากสินมหาราช,101.8499985,448.1700134,262.8534825
2563,ตาดหมอก,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ก.ย.,1088,9,2563,2020,2020-09-01,ตาดหมอก,ตาดหมอก,ตาดหมอก,100.1500015,353.5700073,210.4331996
2563,ตาดโตน,สำนักบริหารพื้นที่อนุรักษ์ที่ 7,ก.ย.,20263,9,2563,2020,2020-09-01,ตาดโตน,ตาดโตน,ตาดโตน,146.7899933,305.5100098,234.1325858
2563,ตาพระยา,สำนักบริหารพื้นที่อนุรักษ์ที่ 1,ก.ย.,236,9,2563,2020,2020-09-01,ตาพระยา,ตาพระยา,ตาพระยา,165.0200043,357.2900085,272.1003474
2563,ต้นสักใหญ่,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ก.ย.,2104,9,2563,2020,2020-09-01,ต้นสักใหญ่,ต้นสักใหญ่,ต้นสักใหญ่,156.4900055,231.4799957,195.9875041
2563,ถ้ำปลา-น้ำตกผาเสื่อ,สำนักบริหารพื้นที่อนุรักษ์ที่ 16 สาขาแม่สะเรียง,ก.ย.,3865,9,2563,2020,2020-09-01,ถ้ำปลา-น้ำตกผาเสื่อ,ถ้ำปลา-น้ำตกผาเสื่อ,ถ้ำปลา-น้ำตกผาเสื่อ,73.0,155.8200073,97.9045536
2563,ถ้ำผาไท,สำนักบริหารพื้นที่อนุรักษ์ที่ 13 สาขาลำปาง,ก.ย.,2327,9,2563,2020,2020-09-01,ถ้ำผาไท,ถ้ำผาไท,ถ้ำผาไท,80.69000244,226.9799957,161.6109251
2563,ถ้ำสะเกิน,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ก.ย.,752,9,2563,2020,2020-09-01,ถ้ำสะเกิน,ถ้ำสะเกิน,ถ้ำสะเกิน,128.3800049,207.5299988,159.5034874
2563,ถ้ำหลวง-ขุนน้ำนางนอน,สำนักบริหารพื้นที่อนุรักษ์ที่ 15,ก.ย.,20844,9,2563,2020,2020-09-01,ถ้ำหลวง-ขุนน้ำนางนอน,ถ้ำหลวง-ขุนน้ำนางนอน,ถ้ำหลวง-ขุนน้ำนางนอน,101.7799988,242.4900055,200.7220143
2563,ทองผาภูมิ,สำนักบริหารพื้นที่อนุรักษ์ที่ 3,ก.ย.,7468,9,2563,2020,2020-09-01,ทองผาภูมิ,ทองผาภูมิ,ทองผาภูมิ,184.8800049,366.5100098,282.6438891
2563,ทะเลบัน,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ก.ย.,1266,9,2563,2020,2020-09-01,ทะเลบัน,ทะเลบัน,ทะเลบัน,237.4299927,311.0400085,275.3886757
2563,ทับลาน,สำนักบริหารพื้นที่อนุรักษ์ที่ 1,ก.ย.,5360,9,2563,2020,2020-09-01,ทับลาน,ทับลาน,ทับลาน,298.3399963,817.789978,420.1266303
2563,ทุ่งแสลงหลวง,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ก.ย.,5477,9,2563,2020,2020-09-01,ทุ่งแสลงหลวง,ทุ่งแสลงหลวง,ทุ่งแสลงหลวง,163.0700073,215.5,198.7959736
2563,ธารเสด็จ-เกาะพะงัน,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ก.ย.,1407,9,2563,2020,2020-09-01,ธารเสด็จ-เกาะพะงัน,ธารเสด็จ-เกาะพะงัน,ธารเสด็จ-เกาะพะงัน,61.27999878,576.3400269,257.6954426
2563,ธารโบกขรณี,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ก.ย.,3805,9,2563,2020,2020-09-01,ธารโบกขรณี,ธารโบกขรณี,ธารโบกขรณี,277.5799866,485.1000061,340.7657305
2563,นันทบุรี,สำนักบริหารพื้นที่อนุรักษ์ที่ 13,ก.ย.,60,9,2563,2020,2020-09-01,นันทบุรี,นันทบุรี,นันทบุรี,128.3800049,207.5299988,159.5034874
2563,นายูง-น้ำโสม,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ก.ย.,1194,9,2563,2020,2020-09-01,นายูง-น้ำโสม,นายูง-น้ำโสม,นายูง-น้ำโสม,136.9199982,281.8299866,192.4275553
2563,น้ำตกคลองแก้ว,สำนักบริหารพื้นที่อนุรักษ์ที่ 2,ก.ย.,714,9,2563,2020,2020-09-01,น้ำตกคลองแก้ว,น้ำตกคลองแก้ว,น้ำตกคลองแก้ว,528.1300049,630.6300049,578.3624805
2563,น้ำตกชาติตระการ,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ก.ย.,548,9,2563,2020,2020-09-01,น้ำตกชาติตระการ,น้ำตกชาติตระการ,น้ำตกชาติตระการ,163.0700073,215.5,198.7959736
2563,น้ำตกซีโป,สำนักบริหารพื้นที่อนุรักษ์ที่ 6 สาขาปัตตานี,ก.ย.,4988,9,2563,2020,2020-09-01,น้ำตกซีโป,น้ำตกซีโป,น้ำตกซีโป,236.8300018,292.7900085,264.9987447
2563,น้ำตกทรายขาว,สำนักบริหารพื้นที่อนุรักษ์ที่ 6 สาขาปัตตานี,ก.ย.,1390,9,2563,2020,2020-09-01,น้ำตกทรายขาว,น้ำตกทรายขาว,น้ำตกทรายขาว,163.6999969,273.5100098,206.8436357
2563,น้ำตกบัวตอง-น้ำพุเจ็ดสี,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ก.ย.,5296,9,2563,2020,2020-09-01,น้ำตกบัวตอง-น้ำพุเจ็ดสี,น้ำตกบัวตอง-น้ำพุเจ็ดสี,น้ำตกบัวตอง-น้ำพุเจ็ดสี,0.529999971,249.1300049,138.9132392
2563,น้ำตกพลิ้ว,สำนักบริหารพื้นที่อนุรักษ์ที่ 2,ก.ย.,27513,9,2563,2020,2020-09-01,น้ำตกพลิ้ว,น้ำตกพลิ้ว,น้ำตกพลิ้ว,302.7200012,735.6599731,469.2516423
2563,น้ำตกพาเจริญ,สำนักบริหารพื้นที่อนุรักษ์ที่ 14,ก.ย.,4124,9,2563,2020,2020-09-01,น้ำตกพาเจริญ,น้ำตกพาเจริญ,น้ำตกพาเจริญ,101.8499985,448.1700134,262.8534825
2563,น้ำตกสามหลั่น,สำนักบริหารพื้นที่อนุรักษ์ที่ 1 สาขาสระบุรี,ก.ย.,5765,9,2563,2020,2020-09-01,น้ำตกสามหลั่น,น้ำตกสามหลั่น,น้ำตกสามหลั่น,190.2299957,608.4199829,326.8528543
2563,น้ำตกสี่ขีด,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ก.ย.,606,9,2563,2020,2020-09-01,น้ำตกสี่ขีด,น้ำตกสี่ขีด,น้ำตกสี่ขีด,0.100000001,362.4200134,244.1471629
2563,น้ำตกหงาว,สำนักบริหารพื้นที่อนุรักษ์ที่ 4,ก.ย.,2271,9,2563,2020,2020-09-01,น้ำตกหงาว,น้ำตกหงาว,น้ำตกหงาว,257.8099976,714.9400024,477.4519194
2563,น้ำตกห้วยยาง,สำนักบริหารพื้นที่อนุรักษ์ที่ 3 สาขาเพชรบุรี,ก.ย.,1799,9,2563,2020,2020-09-01,น้ำตกห้วยยาง,น้ำตกห้วยยาง,น้ำตกห้วยยาง,119.7099991,251.1499939,159.6266955
2563,น้ำตกเจ็ดสาวน้อย,สำนักบริหารพื้นที่อนุรักษ์ที่ 1 สาขาสระบุรี,ก.ย.,11461,9,2563,2020,2020-09-01,น้ำตกเจ็ดสาวน้อย,น้ำตกเจ็ดสาวน้อย,น้ำตกเจ็ดสาวน้อย,190.2299957,608.4199829,326.8528543
2563,น้ำตกแม่สุรินทร์,สำนักบริหารพื้นที่อนุรักษ์ที่ 16 สาขาแม่สะเรียง,ก.ย.,92,9,2563,2020,2020-09-01,น้ำตกแม่สุรินทร์,น้ำตกแม่สุรินทร์,น้ำตกแม่สุรินทร์,73.0,155.8200073,97.9045536
2563,น้ำตกโยง,สำนักบริหารพื้นที่อนุรักษ์ที่ 5,ก.ย.,1337,9,2563,2020,2020-09-01,น้ำตกโยง,น้ำตกโยง,น้ำตกโยง,0.100000001,362.4200134,244.1471629
2563,น้ำพอง,สำนักบริหารพื้นที่อนุรักษ์ที่ 8,ก.ย.,7194,9,2563,2020,2020-09-01,น้ำพอง,น้ำพอง,น้ำพอง,174.9799957,294.3800049,250.5559025
2563,น้ำหนาว,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ก.ย.,1870,9,2563,2020,2020-09-01,น้ำหนาว,น้ำหนาว,น้ำหนาว,100.1500015,353.5700073,210.4331996
2563,บางลาง,สำนักบริหารพื้นที่อนุรักษ์ที่ 6 สาขาปัตตานี,ก.ย.,533,9,2563,2020,2020-09-01,บางลาง,บางลาง,บางลาง,201.8600006,255.8600006,237.0582836
2563,บูโด-สุไหงปาดี,สำนักบริหารพื้นที่อนุรักษ์ที่ 6 สาขาปัตตานี,ก.ย.,2216,9,2563,2020,2020-09-01,บูโด-สุไหงปาดี,บูโด-สุไหงปาดี,บูโด-สุไหงปาดี,236.8300018,292.7900085,264.9987447
2563,ปางสีดา,สำนักบริหารพื้นที่อนุรักษ์ที่ 1,ก.ย.,3314,9,2563,2020,2020-09-01,ปางสีดา,ปางสีดา,ปางสีดา,165.0200043,357.2900085,272.1003474
2563,ป่าหินงาม,สำนักบริหารพื้นที่อนุรักษ์ที่ 7,ก.ย.,11233,9,2563,2020,2020-09-01,ป่าหินงาม,ป่าหินงาม,ป่าหินงาม,146.7899933,305.5100098,234.1325858
2563,ผาแดง,สำนักบริหารพื้นที่อนุรักษ์ที่ 16,ก.ย.,1544,9,2563,2020,2020-09-01,ผาแดง,ผาแดง,ผาแดง,0.529999971,249.1300049,138.9132392
2563,ผาแต้ม,สำนักบริหารพื้นที่อนุรักษ์ที่ 9,ก.ย.,13857,9,2563,2020,2020-09-01,ผาแต้ม,ผาแต้ม,ผาแต้ม,239.7400055,439.2900085,366.2967316
2563,พุเตย,สำนักบริหารพื้นที่อนุรักษ์ที่ 3,ก.ย.,1983,9,2563,2020,2020-09-01,พุเตย,พุเตย,พุเตย,169.7799988,235.5800018,187.5044428
2563,ภูกระดึง,สำนักบริหารพื้นที่อนุรักษ์ที่ 8,ก.ย.,0,9,2563,2020,2020-09-01,ภูกระดึง,ภูกระดึง,ภูกระดึง,174.3600006,232.4299927,199.8774829
2563,ภูจองนายอย,สำนักบริหารพื้นที่อนุรักษ์ที่ 9,ก.ย.,15286,9,2563,2020,2020-09-01,ภูจองนายอย,ภูจองนายอย,ภูจองนายอย,239.7400055,439.2900085,366.2967316
2563,ภูชี้ฟ้า,สำนักบริหารพื้นที่อนุรักษ์ที่ 15,ก.ย.,2371,9,2563,2020,2020-09-01,ภูชี้ฟ้า,ภูชี้ฟ้า,ภูชี้ฟ้า,101.7799988,242.4900055,200.7220143
2563,ภูซาง,สำนักบริหารพื้นที่อนุรักษ์ที่ 15,ก.ย.,4811,9,2563,2020,2020-09-01,ภูซาง,ภูซาง,ภูซาง,69.73000336,188.5800018,132.6586987
2563,ภูผาม่าน,สำนักบริหารพื้นที่อนุรักษ์ที่ 8,ก.ย.,3657,9,2563,2020,2020-09-01,ภูผาม่าน,ภูผาม่าน,ภูผาม่าน,174.9799957,294.3800049,250.5559025
2563,ภูผายล,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ก.ย.,999,9,2563,2020,2020-09-01,ภูผายล,ภูผายล,ภูผายล,104.0899963,189.8899994,138.0914322
2563,ภูผาเทิบ,สำนักบริหารพื้นที่อนุรักษ์ที่ 9,ก.ย.,2384,9,2563,2020,2020-09-01,ภูผาเทิบ,ภูผาเทิบ,ภูผาเทิบ,117.6999969,195.25,133.4835115
2563,ภูผาเหล็ก,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ก.ย.,113,9,2563,2020,2020-09-01,ภูผาเหล็ก,ภูผาเหล็ก,ภูผาเหล็ก,104.0899963,189.8899994,138.0914322
2563,ภูพาน,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ก.ย.,153,9,2563,2020,2020-09-01,ภูพาน,ภูพาน,ภูพาน,104.0899963,189.8899994,138.0914322
2563,ภูลังกา,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ก.ย.,13446,9,2563,2020,2020-09-01,ภูลังกา,ภูลังกา,ภูลังกา,81.83999634,190.7700043,131.6545792
2563,ภูสระดอกบัว,สำนักบริหารพื้นที่อนุรักษ์ที่ 9,ก.ย.,232,9,2563,2020,2020-09-01,ภูสระดอกบัว,ภูสระดอกบัว,ภูสระดอกบัว,117.6999969,195.25,133.4835115
2563,ภูสวนทราย,สำนักบริหารพื้นที่อนุรักษ์ที่ 8,ก.ย.,1045,9,2563,2020,2020-09-01,ภูสวนทราย,ภูสวนทราย,ภูสวนทราย,174.3600006,232.4299927,199.8774829
2563,ภูสอยดาว,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ก.ย.,3212,9,2563,2020,2020-09-01,ภูสอยดาว,ภูสอยดาว,ภูสอยดาว,156.4900055,231.4799957,195.9875041
2563,ภูหินจอมธาตุ-ภูพระบาท,สำนักบริหารพื้นที่อนุรักษ์ที่ 10,ก.ย.,3815,9,2563,2020,2020-09-01,ภูหินจอมธาตุ-ภูพระบาท,ภูหินจอมธาตุ-ภูพระบาท,ภูหินจอมธาตุ-ภูพระบาท,136.9199982,281.8299866,192.4275553
2563,ภูหินร่องกล้า,สำนักบริหารพื้นที่อนุรักษ์ที่ 11,ก.ย.,18709,9,2563,2020,2020-09-01,ภูหินร่องกล้า,ภูหินร่องกล้า,ภูหินร่องกล้า,163.0700073,215.5,198.7959736
