park_name,park_status_final,month,park_status_key,total_attractions,open_attractions,closed_attractions,unknown_attractions,known_attractions,availability_pct,unknown_pct,availability_data_status
เขาคิชฌกูฎ,เขาคิชฌกูฏ,8,เขาคิชฌกูฏ,7.0,6.0,1.0,0.0,7.0,85.71428571428571,0.0,Known
เขาคิชฌกูฎ,เขาคิชฌกูฏ,9,เขาคิชฌกูฏ,7.0,6.0,1.0,0.0,7.0,85.71428571428571,0.0,Known
เขาคิชฌกูฎ,เขาคิชฌกูฏ,10,เขาคิชฌกูฏ,7.0,6.0,1.0,0.0,7.0,85.71428571428571,0.0,Known
เขาคิชฌกูฎ,เขาคิชฌกูฏ,11,เขาคิชฌกูฏ,7.0,6.0,1.0,0.0,7.0,85.71428571428571,0.0,Known
เขาคิชฌกูฎ,เขาคิชฌกูฏ,12,เขาคิชฌกูฏ,7.0,6.0,1.0,0.0,7.0,85.71428571428571,0.0,Known
เขาค้อ,เขาค้อ,1,เขาค้อ,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาค้อ,เขาค้อ,2,เขาค้อ,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาค้อ,เขาค้อ,3,เขาค้อ,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาค้อ,เขาค้อ,4,เขาค้อ,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาค้อ,เขาค้อ,5,เขาค้อ,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาค้อ,เขาค้อ,6,เขาค้อ,6.0,4.0,2.0,0.0,6.0,66.66666666666666,0.0,Known
เขาค้อ,เขาค้อ,7,เขาค้อ,6.0,4.0,2.0,0.0,6.0,66.66666666666666,0.0,Known
เขาค้อ,เขาค้อ,8,เขาค้อ,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาค้อ,เขาค้อ,9,เขาค้อ,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาค้อ,เขาค้อ,10,เขาค้อ,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาค้อ,เขาค้อ,11,เขาค้อ,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาค้อ,เขาค้อ,12,เขาค้อ,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,1,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,2,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,3,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,4,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,5,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,6,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,7,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,8,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,9,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,10,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,11,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขาชะเมา-เขาวง,เขาชะเมา-เขาวง,12,เขาชะเมา-เขาวง,7.0,6.0,0.0,1.0,6.0,100.0,14.285714285714285,Known
เขานัน,เขานัน,1,เขานัน,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขานัน,เขานัน,2,เขานัน,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขานัน,เขานัน,3,เขานัน,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขานัน,เขานัน,4,เขานัน,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขานัน,เขานัน,5,เขานัน,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขานัน,เขานัน,6,เขานัน,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขานัน,เขานัน,7,เขานัน,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขานัน,เขานัน,8,เขานัน,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขานัน,เขานัน,9,เขานัน,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขานัน,เขานัน,10,เขานัน,6.0,1.0,5.0,0.0,6.0,16.666666666666664,0.0,Known
เขานัน,เขานัน,11,เขานัน,6.0,1.0,5.0,0.0,6.0,16.666666666666664,0.0,Known
เขานัน,เขานัน,12,เขานัน,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,1,เขาน้ำค้าง,6.0,3.0,0.0,3.0,3.0,100.0,50.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,2,เขาน้ำค้าง,6.0,3.0,0.0,3.0,3.0,100.0,50.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,3,เขาน้ำค้าง,6.0,3.0,0.0,3.0,3.0,100.0,50.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,4,เขาน้ำค้าง,6.0,3.0,0.0,3.0,3.0,100.0,50.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,5,เขาน้ำค้าง,6.0,3.0,0.0,3.0,3.0,100.0,50.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,6,เขาน้ำค้าง,6.0,3.0,0.0,3.0,3.0,100.0,50.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,7,เขาน้ำค้าง,6.0,3.0,0.0,3.0,3.0,100.0,50.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,8,เขาน้ำค้าง,6.0,3.0,0.0,3.0,3.0,100.0,50.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,9,เขาน้ำค้าง,6.0,3.0,0.0,3.0,3.0,100.0,50.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,10,เขาน้ำค้าง,6.0,3.0,0.0,3.0,3.0,100.0,50.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,11,เขาน้ำค้าง,6.0,0.0,3.0,3.0,3.0,0.0,50.0,Known
เขาน้ำค้าง,เขาน้ำค้าง,12,เขาน้ำค้าง,6.0,3.0,0.0,3.0,3.0,100.0,50.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,1,เขาปู่-เขาย่า,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,2,เขาปู่-เขาย่า,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,3,เขาปู่-เขาย่า,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,4,เขาปู่-เขาย่า,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,5,เขาปู่-เขาย่า,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,6,เขาปู่-เขาย่า,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,7,เขาปู่-เขาย่า,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,8,เขาปู่-เขาย่า,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,9,เขาปู่-เขาย่า,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,10,เขาปู่-เขาย่า,12.0,12.0,0.0,0.0,12.0,100.0,0.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,11,เขาปู่-เขาย่า,12.0,5.0,7.0,0.0,12.0,41.66666666666667,0.0,Known
เขาปู่-เขาย่า,เขาปู่-เขาย่า,12,เขาปู่-เขาย่า,12.0,5.0,7.0,0.0,12.0,41.66666666666667,0.0,Known
เขาพนมเบญจา,เขาพนมเบญจา,1,เขาพนมเบญจา,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาพนมเบญจา,เขาพนมเบญจา,2,เขาพนมเบญจา,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาพนมเบญจา,เขาพนมเบญจา,3,เขาพนมเบญจา,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาพนมเบญจา,เขาพนมเบญจา,4,เขาพนมเบญจา,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาพนมเบญจา,เขาพนมเบญจา,5,เขาพนมเบญจา,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
เขาพนมเบญจา,เขาพนมเบญจา,6,เขาพนมเบญจา,6.0,6.0,0.0,0.0,6.0,100.0,0.0,Known
